,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
26,Cooking Mama: World Kitchen,13.83,0.87,"Nov 18, 2008",Cooking Mama Limited,Simulation/Miscellaneous/General/General/Virtual/Career,62.0,4.8,E,Wii,No Online Multiplayer
27,Death Rally (2012),19.14,,"Aug  3, 2012",Remedy Entertainment,Driving/Racing/Arcade/Arcade/Automobile,62.0,5.7,T,PC,-
28,Polar Panic,None,,"Dec 22, 2009",Eiconic Games,Miscellaneous/Puzzle/Action/Puzzle/Puzzle/Logic/Logic,62.0,-,E,PS3,No Online Multiplayer
29,Lords of EverQuest,,,"Dec  1, 2003",Rapid Eye Entertainment,Strategy/Real-Time/Fantasy/General,62.0,7.9,T,PC,1-12
30,DemiKids: Light Version,,,"Oct  6, 2003",Multimedia Intelligence Transfer,Role-Playing/Console-style RPG,62.0,8.4,E,Game Boy Advance,1-2
31,Tube Slider,,,"Apr 17, 2003",Nd Cube,Driving/Racing/Futuristic,62.0,-,E,GameCube,1-4
32,RollerCoaster Tycoon,,,"Mar 25, 2003",Atari,Strategy/Tycoon,62.0,8.4,E,Xbox,1 Player
33,Looney Tunes: Space Race,,,"May 27, 2002",Tantalus,Driving/Racing/Kart,62.0,6.6,E,PS2,1-4
34,Age of Sail II,,,"Feb  1, 2001",Akella,Strategy/General/General,62.0,-,E,PC,1-16
35,Urban Empire,15.75,,"Jan 20, 2017","Fragment Production Ltd, Reborn Games Inc.",Strategy/Management/Government,62.0,5.3,-,PC,No Online Multiplayer
36,Fuse,27.47,,"May 28, 2013",Insomniac Games,Action/General/General,62.0,5.7,M,X360,Up to 4
37,NASCAR 2011: The Game,25.02,0.31,"Mar 29, 2011",Eutechnyx,Driving/Racing/Simulation/GT / Street/Stock Car/Automobile,62.0,4.1,E,X360,Up to 16
38,Moon Hunters,None,0.17,"Mar 10, 2016",Kitfox Games,Role-Playing/Action RPG,62.0,6.2,E10+,PC,-
39,Torchlight III,85.46,,"Oct 13, 2020","Echtra Games, Inc.",Role-Playing/Action RPG,62.0,3.0,-,PS4,Up to 40
40,Elex,17.32,0.04,"Oct 17, 2017",Piranha Bytes,Role-Playing/Western-Style,62.0,6.4,M,XOne,No Online Multiplayer
41,Little Nightmares: The Depths,20.68,,"Jul  7, 2017",Tarsier Studios,General/Action Adventure/Linear,62.0,6.9,T,PS4,-
42,Malicious Fallen,None,,"Feb 21, 2017",Alvion,Action/General,62.0,6.1,T,PS4,-
43,Senran Kagura: Bon Appetit! - Full Course,97.31,,"Nov 10, 2016",Meteorise,Action/Rhythm/Music,62.0,6.6,-,PC,No Online Multiplayer
44,F1 Race Stars,13.81,0.02,"Nov 13, 2012",Codemasters,Formula One/Driving/Racing/Arcade/Kart/Formula One/Automobile,62.0,5.6,E,PC,-
45,WRC 3,16.13,,"Oct 12, 2012",Milestone S.r.l,Driving/Racing/Rally / Offroad,62.0,7.7,-,X360,-
46,El Tigre: The Adventures of Manny Rivera,None,,"Oct 29, 2007",Blue Tongue Entertainment,Action/Platformer/2D,62.0,8.5,E,PS2,-
47,Mad Tracks,None,,"May 30, 2007",Load Inc.,Driving/Racing/Arcade/Arcade/Automobile,62.0,7.1,E,X360,4  Online
48,Worms Battlegrounds,16.4,,"Jun  3, 2014",Team17,Strategy/Turn-Based/Wargame/Artillery,62.0,5.9,E10+,PS4,Up to 4
49,Saint Seiya: Sanctuary Battle,46.06,0.23,"Mar 16, 2012",Dimps Corporation,Action/Fighting/3D,62.0,7.8,-,PS3,-
50,Leisure Suit Larry: Magna Cum Laude,,,"Oct  5, 2004",High Voltage Software,Adventure/Third-Person/Modern,62.0,6.6,M,Xbox,1 Player
51,Naruto Shippuden: Ultimate Ninja Storm Revolution,69.8,0.23,"Sep 16, 2014",CyberConnect2,Action/Fighting/3D,62.0,7.2,T,X360,Up to 8
52,Balls of Fury,6.49,0.02,"Sep 27, 2007",Black Lantern Studios,Sports/Alternative/Individual/Other/Other,62.0,-,E10+,DS,-
53,Splatterhouse,92.77,0.18,"Nov 23, 2010","Namco Bandai Games America, Namco Bandai Games",Action/Beat-'Em-Up/Beat-'Em-Up/3D,62.0,7.8,M,X360,No Online Multiplayer
54,Predator: Hunting Grounds,None,,"Apr 24, 2020",IllFonic,Action/Shooter/Third-Person/Tactical,62.0,5.0,M,PC,Up to 5
55,Buzz! Quiz World,12.0,0.01,"Dec 17, 2009",Curve Studios,Miscellaneous/Trivia / Game Show/Trivia / Game Show,62.0,6.3,T,PSP,4  Online
56,NHL 2K11,10.86,0.27,"Sep 15, 2009",Visual Concepts,Sports/Traditional/General/Team/Ice Hockey/Sim/Sim,62.0,7.0,E10+,Wii,-
57,Warriors Orochi,16.64,0.29,"Mar 25, 2008","Omega Force, Koei Canada",Action/Beat-'Em-Up/Beat-'Em-Up/3D,62.0,6.5,T,PSP,2  Online
58,Muscle March,34.58,,"Jan 18, 2010",NBGI,Action/General/General/Arcade,62.0,6.4,E10+,Wii,No Online Multiplayer
59,Fracture,None,0.16,"Oct  7, 2008",Day 1 Studios,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,62.0,6.2,T,PS3,Up to 12
60,Arcade Darts,22.64,,"Jun 29, 2010",Icon Games,Sports/General/General/Individual/Other,62.0,5.8,E,PSP,-
61,World's End Club,43.0,,"May 28, 2021","Izanagi Games, Too Kyo Games",Action Adventure/General,62.0,7.3,T,NS,No Online Multiplayer
62,Bientot l'ete,None,,"Feb  6, 2013",Tale of Tales,Simulation/General/General,62.0,4.4,-,PC,-
63,Jagged Alliance: Back in Action,72.0,,"Feb  8, 2012",Kalypso,Strategy/Turn-Based/Real-Time/General/Modern/Modern/Tactics,62.0,5.5,M,PC,No Online Multiplayer
64,Tower Bloxx Deluxe,86.34,,"Oct 21, 2009",Digital Chocolate,Miscellaneous/Puzzle/Action/Puzzle/Action,62.0,7.3,E,X360,-
65,Contrast,None,0.18,"Nov 15, 2013",Compulsion Games,Miscellaneous/Puzzle/Action/Puzzle/Action,62.0,7.6,T,PC,No Online Multiplayer
66,Adventure Time: Pirates of the Enchiridion,21.97,0.02,"Jul 17, 2018","Bandai Namco Games, Climax Studios",Action Adventure/Open-World,62.0,6.5,E10+,PS4,No Online Multiplayer
67,Conception II: Children of the Seven Stars,28.99,0.18,"Apr 15, 2014","Spike, Spike Chunsoft",Role-Playing/Console-style RPG/Japanese-Style,62.0,7.2,M,PSV,-
68,Deadpool,97.43,0.44,"Jun 25, 2013",High Moon Studios,Fighting/3D/Action/Action Adventure/Beat-'Em-Up/Shooter/Beat-'Em-Up/Linear/Third-Person/3D/Arcade,62.0,7.4,M,X360,No Online Multiplayer
69,Resident Evil Code: Veronica X,,,"Dec  3, 2003",Nex Entertainment,Action Adventure/Horror,62.0,8.3,M,GameCube,1 Player
70,Mace Griffin Bounty Hunter,,,"Jun 20, 2003",Warthog,Action/Shooter/First-Person/Sci-Fi,62.0,8.7,M,PS2,1 Player
71,Crash Bandicoot: The Wrath of Cortex,,,"Sep 17, 2002",Traveller's Tales,Action/Platformer/3D,62.0,6.8,E,GameCube,1 Player
72,Driver 2,,,"Nov 13, 2000",Reflections Interactive,Driving/Mission-based,62.0,7.7,T,PlayStation,1-2
73,Vendetta Online,,,"Nov  4, 2004",Guild Software,Role-Playing/Massively Multiplayer Online/Massively Multiplayer/Sci-Fi/Sci-Fi,62.0,6.8,T,PC,Massively Multiplayer
74,Conception Plus: Maidens of the Twelve Stars,35.41,,"Nov  5, 2019",Spike Chunsoft,Role-Playing/Japanese-Style,62.0,4.4,M,PS4,No Online Multiplayer
75,James Bond 007: Blood Stone,None,0.47,"Nov  2, 2010",Bizarre Creations,Driving/Mission-based/Action/Shooter/Shooter/Third-Person/Modern/Modern/Arcade,62.0,7.3,T,X360,Up to 16
76,MySims SkyHeroes,10.23,0.12,"Sep 28, 2010",Electronic Arts,Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,62.0,4.3,E10+,PS3,Up to 10
77,Barnyard,5.95,0.09,"Aug  1, 2006",Blue Tongue Entertainment,Action/General,62.0,8.3,E10+,PS2,1 Player
78,Fantastic 4,,,"Jun 27, 2005",7 Studios,Action/Beat-'Em-Up,62.0,6.3,T,Xbox,1-2
79,Hero Defense,None,,"Aug 15, 2018",Happy Tuesday,Strategy/Real-Time/Defense,62.0,7.2,E10+,XOne,No Online Multiplayer
80,Dynasty Warriors 6 Empires,16.52,0.34,"Jun 23, 2009",Omega Force,Action/Beat-'Em-Up/Beat-'Em-Up/3D,62.0,7.1,T,PS3,No Online Multiplayer
81,Betrayer,None,0.22,"Aug 14, 2013",Blackpowder Games,Modern/Adventure/3D/First-Person,62.0,7.2,-,PC,No Online Multiplayer
82,WWE 2K15,9.42,1.16,"Nov 18, 2014",Yuke's,Action/Sports/Fighting/Individual/Combat/Wrestling,62.0,5.2,T,PS4,Up to 6
83,Fatal Fury: First Contact,None,,"Dec 23, 2020","Code Mystics Inc., SNK Corporation",Action/Fighting/2D,62.0,-,E10+,NS,No Online Multiplayer
84,Raging Justice,57.09,,"May  8, 2018",MakinGames,Action/Beat-'Em-Up/2D,62.0,5.8,T,NS,No Online Multiplayer
85,Crystal Defenders R1,None,,"Apr 20, 2009",Square Enix,Simulation/General/General,62.0,-,E,Wii,1 Player
86,Space Force: Rogue Universe,37.0,,"Jun  5, 2007",Provox Games,Simulation/Sci-Fi/Space/Large Spaceship/Large Spaceship/Civilian,62.0,5.9,T,PC,No Online Multiplayer
87,Pogo Island,12.83,0.0,"Mar 26, 2007",EA Canada,Action Adventure/Fantasy/Fantasy,62.0,-,E,DS,1-2
88,The Complex,None,,"Mar 31, 2020",Wales Interactive,Adventure/General,62.0,7.2,M,PC,No Online Multiplayer
89,Power Rangers: Battle for the Grid,24.7,,"Mar 26, 2019",nWay,Action/Platformer/Fighting/2D,62.0,6.1,T,NS,2
90,The Spiderwick Chronicles,10.85,0.19,"Feb  5, 2008",Stormfront Studios,Adventure/General/General,62.0,-,E10+,Wii,No Online Multiplayer
91,Trinity Universe,30.28,0.18,"Jun 29, 2010","Gust, Idea Factory",Role-Playing/General/General/Japanese-Style,62.0,7.5,T,PS3,No Online Multiplayer
92,Gunpey,11.75,0.05,"Nov 17, 2006",Q Entertainment,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,62.0,-,E10+,PSP,2
93,The Good Life,None,,"Oct 15, 2021",White Owls,Role-Playing/General,62.0,6.3,-,PC,-
94,Greak: Memories of Azur,45.47,,"Aug 17, 2021",Navegante Entertainment,Action Adventure/General,62.0,-,E10+,XS,No Online Multiplayer
95,Haunted Dungeons: Hyakki Castle,None,,"Aug 30, 2018",Asakusa Studios,Role-Playing/General,62.0,-,T,NS,No Online Multiplayer
96,The Little Acre,None,,"Dec 13, 2016",Pewter Games Studios,Action Adventure/Linear,62.0,6.5,-,PC,No Online Multiplayer
97,Back to Bed,None,,"Aug 25, 2015","Bedtime Digital Games, LOOT Interactive",Puzzle/Action/General,62.0,5.2,E10+,PS4,-
98,Breach & Clear: Deadline,19.0,0.18,"Jul 20, 2015",Mighty Rabbit Studios,Strategy/Real-Time/Tactics,62.0,6.8,-,PC,No Online Multiplayer
99,Color Guardians,None,,"May 12, 2015",Fair Play Labs,Action/Platformer/3D,62.0,6.2,E,PS4,-
100,Conception II: Children of the Seven Stars,28.99,0.12,"Apr 15, 2014","Spike, Spike Chunsoft",Role-Playing/Console-style RPG/Japanese-Style,62.0,7.7,M,3DS,No Online Multiplayer
101,Bakugan: Defenders of the Core,15.01,,"Oct 26, 2010",Now Production,Action/General/General,62.0,8.0,E10+,X360,No Online Multiplayer
102,Spider-Man: Friend or Foe,23.5,0.37,"Oct  2, 2007",Next Level Games,Action/General,62.0,8.1,E10+,PS2,1-2
103,Mysterious Journey II,,,"Nov 25, 2003",Detalion,Adventure/3D/First-Person/Sci-Fi/Sci-Fi,62.0,4.8,E,PC,1 Player
104,The Hobbit,,,"Nov 10, 2003",Inevitable Entertainment,Action Adventure/Fantasy/General/Fantasy,62.0,7.2,E,PC,1 Player
105,Dragon's Lair 3D: Return to the Lair,,,"Nov 18, 2002","Dragonstone, Dragonstone Software",Action/Action Adventure/Platformer/Platformer/Linear/3D/3D,61.0,-,T,PC,No Online Multiplayer
106,WWE SmackDown vs. Raw 2008,20.0,,"Nov 13, 2007",Amaze Entertainment,Action/Sports/Fighting/Fighting/Individual/Wrestling/Combat/Wrestling,61.0,6.8,T,DS,1-2
107,Forza Horizon 2 Presents Fast & Furious,33.82,,"Mar 27, 2015",Playground Games,Racing/Simulation/Automobile,61.0,7.8,E10+,XOne,-
108,Sphinx and the Cursed Mummy,34.09,,"Jan 29, 2019",Eurocom,Action Adventure/General,61.0,6.9,E10+,NS,No Online Multiplayer
109,Athens 2004,,,"Jul 14, 2004",Eurocom Entertainment Software,Sports/Olympic Sports,61.0,7.4,E,PS2,1-4
110,Nickelodeon Danny Phantom: Urban Jungle,19.99,,"Sep 19, 2006",Altron,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,61.0,-,E,DS,1-2
111,F.E.A.R. Perseus Mandate,None,0.01,"Nov  6, 2007",TimeGate Studios,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,61.0,7.3,M,PC,16  Online
112,Rory McIlroy PGA Tour,22.81,0.55,"Jul 14, 2015",EA Tiburon,Traditional/Sports/Individual/Golf/Sim,61.0,3.7,E,PS4,Up to 8
113,99Vidas,59.34,,"Jul 18, 2017",QUByte Interactive,Action/Beat-'Em-Up/2D,61.0,6.5,T,PS4,Up to 4
114,Blacklight: Tango Down,25.98,,"Jul  7, 2010",Zombie Studios,Action/Shooter/Shooter/First-Person/Modern/Tactical/Modern/Arcade,61.0,7.3,T,X360,1 Player
115,Breach (2011),None,,"Jan 26, 2011",Atomic Games,Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,61.0,5.8,T,PC,-
116,Vigor,None,,"Jul 31, 2018",Bohemia Interactive,Action Adventure/Survival,61.0,7.3,-,XOne,No Online Multiplayer
117,Lost Planet 3,12.96,0.21,"Aug 27, 2013",Spark Unlimited,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,61.0,5.8,T,PS3,Up to 10
118,Lost Ruins,None,,"May 13, 2021",Altari Games,Action Adventure/Survival,61.0,8.0,-,PC,No Online Multiplayer
119,The Park,None,0.62,"May  3, 2016",Funcom,Action Adventure/Survival,61.0,6.0,M,XOne,-
120,Gunscape,None,,"Mar  1, 2016",Blowfish Studios,Action/Shooter/First-Person/Arcade,61.0,5.0,T,PS4,Up to 20
121,Sym,17.61,0.15,"May  7, 2015",Atrax Games,Action/General/General,61.0,-,-,PC,-
122,Conflict: Global Terror,,0.0,"Oct  3, 2005",Pivotal Games,Action/Shooter/Shooter/Third-Person/Tactical/Modern/Modern,61.0,7.1,M,PC,4  Online
123,Cooking Mama: Cook Off,13.18,2.89,"Mar 20, 2007",OfficeCreate,Simulation/Miscellaneous/General/General/Virtual/Career,61.0,5.7,E,Wii,No Online Multiplayer
124,Dinosaur King,66.82,0.18,"Sep 23, 2008",Climax Entertainment,Role-Playing/Strategy/General/General/General,61.0,8.3,E,DS,1-2
125,WRC 8 FIA World Rally Championship,16.13,,"Oct 31, 2019",Kylotonn,Racing/Arcade/Automobile,61.0,5.5,E,NS,No Online Multiplayer
126,Friday the 13th: The Game,29.28,0.48,"May 26, 2017","IllFonic, Gun Media",Action Adventure/Survival,61.0,6.3,M,PS4,Up to 8
127,Pure Chess,18.11,,"Mar 20, 2014",VooFoo Studios,Miscellaneous/Board Games/Board / Card Game,61.0,6.9,E,WiiU,-
128,Rig'n'Roll,None,,"Apr 16, 2010",Softlab-NSK,Driving/Racing/Simulation/Truck/Automobile,61.0,5.4,T,PC,-
129,Star Wars Battlefront: Elite Squadron,29.99,0.49,"Nov  3, 2009",n-Space,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,61.0,5.7,E10+,DS,4  Online
130,MLB 2004,,,"Mar 10, 2003",989 Sports,Sports/Traditional/Baseball/Sim,61.0,7.9,E,PS2,1-2
131,Lego Soccer Mania,,,"Jun 17, 2002",Silicon Dreams,Sports/Traditional/Soccer/Arcade,61.0,8.6,E,PS2,-
132,Pinobee: Wings of Adventure,,,"May 30, 2001",Artoon,Action/General,61.0,8.0,E,Game Boy Advance,-
133,007: The World is not Enough,,,"Nov  6, 2000",Black Ops Entertainment,Action/Shooter/First-Person/Modern,61.0,6.7,T,PlayStation,-
134,Mission: Impossible,,,"Jul 18, 1998",Infogrames,Action Adventure/Modern,61.0,6.6,T,Nintendo 64,1 Player
135,Magnetic: Cage Closed,51.0,,"May 26, 2015",Guru Games,Sci-Fi/Adventure/3D/First-Person,61.0,7.4,-,PC,No Online Multiplayer
136,The Grim Adventures of Billy & Mandy,16.88,0.05,"Nov 16, 2006",High Voltage Software,Action/Beat-'Em-Up/Beat-'Em-Up/Fighting/2D/3D,61.0,6.1,E10+,Wii,No Online Multiplayer
137,Naruto to Boruto: Shinobi Striker,26.01,0.29,"Aug 31, 2018","CyberConnect2, Soleil",Action/Fighting/3D,61.0,6.2,T,PS4,Up to 8
138,World of Warriors,None,,"Mar 21, 2018",Mind Candy,Action/General,61.0,2.9,T,PS4,Up to 4
139,Blood Bowl,14.02,0.01,"Apr 13, 2010",Cyanide,Sports/Alternative/Team/Individual/Football/Other/Other/Arcade,61.0,6.0,T,PSP,-
140,Up,17.01,2.89,"May 26, 2009",Heavy Iron Studios,Action Adventure/Modern/General/Modern/Linear,61.0,7.0,E10+,X360,No Online Multiplayer
141,Disney Hannah Montana: Music Jam,66.37,,"Oct 16, 2007",Gorilla Games,Action/General/Rhythm/General/Music,61.0,5.0,E,DS,-
142,Heracles Chariot Racing,None,,"Jul  6, 2009",Neko Entertainment,Driving/Racing/Arcade/Other/Other,61.0,-,E,Wii,1-4
143,Tharsis,None,0.13,"Jan 11, 2016",Choice Provisions,Miscellaneous/Board / Card Game,61.0,4.8,M,PC,No Online Multiplayer
144,WWI Tannenberg: Eastern Front,35.0,,"Jul 24, 2020",M2H,Action/Shooter/First-Person/Tactical,61.0,-,M,PS4,Up to 40
145,Dungeons 2,11.73,0.02,"May 24, 2016",Kalypso,Strategy/General,61.0,6.6,T,PS4,Up to 4
146,WE ARE DOOMED,None,,"Apr 14, 2015",Vertex Pop,Action/Shooter/Shoot-'Em-Up/Horizontal,61.0,5.9,E,PS4,-
147,Sixty Second Shooter Prime,None,,"Jun 18, 2014",Happion Laboratories,Action/Shooter/Static/Shoot-'Em-Up/Top-Down,61.0,7.1,E,XOne,-
148,Tom Clancy's Ghost Recon Advanced Warfighter 2,12.74,0.53,"Aug 23, 2007","High Voltage Software, Ubisoft Paris",Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,61.0,5.2,T,PSP,2  Online
149,Rayman 3D,26.87,0.64,"Mar 22, 2011",Ubisoft Casablanca,Action/Platformer/Platformer/3D/3D,61.0,6.4,E,3DS,-
150,Arcade Classics Anniversary Collection,22.64,,"Apr 18, 2019",Konami,Miscellaneous/Compilation,61.0,5.0,T,NS,No Online Multiplayer
151,The Lord of the Rings: War in the North,28.06,0.88,"Nov  1, 2011",Snowblind Studios,Role-Playing/Action RPG/Action RPG,61.0,7.3,M,X360,Up to 3
152,Harry Potter and the Order of the Phoenix,29.96,0.27,"Jun 25, 2007",EA Games,Action Adventure/Fantasy,61.0,5.7,E10+,PS2,1 Player
153,MX vs. ATV Alive,12.8,0.46,"May 10, 2011",THQ Digital Studio Phoenix,Driving/Racing/Arcade/Rally / Offroad/Motorcycle/Other/Motocross/Motocross,61.0,6.8,E,PS3,Up to 12
154,Dynasty Warriors 5 Empires,23.64,0.13,"Mar 28, 2006",Omega Force,Action/Beat-'Em-Up/Beat-'Em-Up/3D,61.0,8.3,T,X360,1-2
155,Necromunda: Hired Gun,42.44,,"Jun  1, 2021",Streum On Studio,Strategy/Turn-Based/Tactics,61.0,6.3,-,PC,No Online Multiplayer
156,Lust from Beyond,None,,"Mar 11, 2021","Movie Games S.A., Movie Games",Adventure/3D/First-Person,61.0,6.6,-,PC,No Online Multiplayer
157,WRC 3: FIA World Rally Championship,16.13,,"Apr 23, 2013",Milestone S.r.l,Driving/Racing/Simulation/Rally / Offroad/Rally / Offroad/Automobile,61.0,7.6,-,PC,-
158,The Lord of the Rings: Conquest,36.73,0.1,"Jan 13, 2009",Artificial Mind and Movement,Action Adventure/Fantasy/General/Fantasy,61.0,7.1,E10+,DS,-
159,Dokapon Kingdom,76.01,0.11,"Oct 14, 2008",Sting,Role-Playing/General,61.0,6.9,E10+,PS2,1-4
160,Loki,5.97,,"Oct  2, 2007",Cyanide,Role-Playing/Action RPG/Action RPG,61.0,5.7,M,PC,6  Online
161,Medieval Moves: Deadmund's Quest,4.21,0.28,"Nov 15, 2011",Zindagi Games,Action Adventure/Fantasy/General/Fantasy,61.0,6.9,E10+,PS3,2  Online
162,Future Tactics: The Uprising,,,"May 10, 2004",Zed Two Limited,Strategy/Turn-Based/Sci-Fi,61.0,6.0,T,PS2,1-2
163,The Sinking City,48.0,,"Sep 12, 2019",Frogwares,Action Adventure/Survival,61.0,7.8,M,NS,No Online Multiplayer
164,King Arthur,,,"Nov 16, 2004",Krome Studios,Action Adventure/Fantasy,61.0,-,T,Xbox,1-2
165,Galactic Wrestling: Featuring Ultimate Muscle,,,"Jun 30, 2004",Aki Corp.,Action/Fighting/Wrestling,61.0,8.0,T,PS2,1-4
166,Yu-Gi-Oh! Reshef of Destruction,,,"Jun 29, 2004",Konami,Miscellaneous/Card Battle,61.0,7.2,E,Game Boy Advance,1-2
167,Beam Breakers,,,"Oct 21, 2002",Similis,Driving/Racing/Arcade/Futuristic/Automobile,61.0,7.0,E,PC,1-6
168,Disney's Aladdin in Nasira's Revenge,,,"Mar 15, 2001",Argonaut Games,Action/General,61.0,7.2,E,PlayStation,1 Player
169,The Messenger (2001),,,"Feb 14, 2001",Index Multimedia,Adventure/General/General,61.0,-,T,PC,1 Player
170,Skully,20.78,,"Aug  4, 2020",Finish Line Games,Action/Platformer/3D,61.0,7.5,E,NS,No Online Multiplayer
171,Hunter's Legacy,None,,"Jan 20, 2017",Lienzo,Action/Action Adventure/Platformer/Open-World/2D,61.0,-,E,XOne,-
172,Into the Stars,None,,"Mar  4, 2016",Fugitive Games,Action Adventure/General,61.0,3.1,-,PC,No Online Multiplayer
173,Neopets: The Darkest Faerie,,0.3,"Nov 16, 2005",Idol Minds,Adventure/Third-Person/Fantasy,61.0,8.5,E10+,PS2,1 Player
174,Hunted: The Demon's Forge,15.59,0.05,"May 30, 2011",InXile Entertainment,Action Adventure/Fantasy/General/Fantasy,61.0,6.6,M,PC,2  Online
175,Battlefield 2042,36.01,,"Nov 12, 2021",EA DICE,Action/Shooter/First-Person/Tactical,61.0,2.9,M,PS5,Up to more than 64
176,Hellbound,42.35,,"Aug  4, 2020",Saibot Studios,General/Action/Shooter/First-Person/Arcade,61.0,6.2,-,PC,No Online Multiplayer
177,Raging Justice,57.09,,"May  8, 2018",MakinGames,Action/Beat-'Em-Up/2D,61.0,6.0,T,PS4,No Online Multiplayer
178,Nikoli's Pencil Puzzle,None,0.09,"Oct 25, 2011",NATSUME ATARI Inc.,Miscellaneous/Puzzle/Puzzle/Puzzle/Logic/General/Logic,61.0,-,E,3DS,-
179,Rayman: Hoodlum's Revenge,,,"Mar 15, 2005",Backbone Entertainment,Action/Platformer/2D,61.0,5.7,E,Game Boy Advance,1 Player
180,Poison Control,47.84,,"Apr 13, 2021",Nippon Ichi Software,Role-Playing/Action RPG,61.0,8.0,T,NS,No Online Multiplayer
181,Seven Knights -Time Wanderer-,47.26,,"Nov  5, 2020",Netmarble Games Corp.,Role-Playing/General,61.0,-,T,NS,No Online Multiplayer
